기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적
20221,D,발달상권,3120198,구역삼세무서,CS300002,편의점,3041244839,422815,2358599534,682645305,470043497,473392091,459653329,488000565,467510052,365696707,316948598,342630293,456224790,466739655,400962255,788185494,586502352,1917610465,1029620287,11636068,686410137,1089865497,692489954,293090618,173738476,338382,84433,68447,67198,66735,71868,64134,43575,40858,37785,81825,81056,58528,98876,64745,261379,153995,2815,113440,154781,83192,39802,21345,203290,444009,11680,강남구,11680640,역삼1동,291470
20221,D,발달상권,3120210,선릉역,CS300002,편의점,9198195500,1423860,7345668622,1852526878,1533026779,1399213761,1380533188,1533742276,1499152618,1049202928,803323950,657668071,1721524622,1538653995,1288753407,2363435502,1628159903,5556990738,2939481036,101072758,1802996068,2834181925,1940112195,1228791583,589317245,1157914,265946,236896,222635,222418,245307,230658,149698,116248,72139,346099,284126,206645,332835,182016,866436,500814,32654,325137,438999,289893,195406,85168,204364,445017,11680,강남구,11680630,대치4동,360434
20221,D,발달상권,3120206,개나리아파트,CS300002,편의점,2375532527,344093,1879085738,496446789,397043881,374440628,351166112,388583176,367851941,265591449,230855340,157169546,430574658,426769401,376086157,583079833,401852932,1500749589,812001022,21068662,460661996,774528792,582935891,317038352,156516918,277406,66687,57248,53902,52792,59872,53592,35565,31122,16318,76087,74253,55771,76663,45001,215511,124118,5928,80329,110676,81325,43073,18300,203905,444200,11680,강남구,11680650,역삼2동,148412
20221,A,골목상권,3110971,선정릉역 4번,CS300002,편의점,1837589058,210381,1359057177,478531881,260413739,272310867,234576514,285151103,306604954,243244920,235286961,242281431,194579213,228275937,265630281,484791108,422031088,1055863733,702857069,3769713,434960378,691159902,355974398,190208166,82648244,158247,52134,31424,30678,29766,34096,32283,26365,25769,22672,30045,29306,33094,53555,41709,125627,80544,697,55026,80889,35847,23743,9969,203791,445313,11680,강남구,11680640,역삼1동,133222
20221,D,발달상권,3120220,대치역,CS300002,편의점,552577879,129123,396886048,155691831,84453357,75794634,75991484,81986046,78660527,84665401,71026430,17676505,98204187,96788874,89278289,155698096,94931928,320525020,232052859,55515717,78448461,87549666,163062897,119948871,48052267,93952,35171,19551,17860,18410,19630,18501,20285,14886,2820,25338,23777,22106,36461,18621,66876,62247,20349,19437,17430,36989,27682,7236,205508,443861,11680,강남구,11680600,대치1동,163253
20222,D,발달상권,3120194,언주역(차병원),CS300002,편의점,3724312047,534845,2952944487,771367560,578412474,602967479,580767695,590175421,600621418,415053397,356314163,406310290,677401904,607392366,535998817,897267271,599941399,2064092781,1340382279,11657492,789021380,1115574376,754405081,497302931,236513803,432507,102338,86180,88849,86916,85534,85028,57439,44899,45509,120066,102793,80840,113823,71814,316259,190735,2807,140732,174342,99332,59310,30468,203009,445326,11680,강남구,11680531,논현2동,242446
20222,A,골목상권,3110967,역삼역 8번,CS300002,편의점,184231145,23261,138000988,46230157,25012480,26201887,29313230,30399797,27073594,23205883,23024274,29767406,18277526,25939426,24672408,45651155,39923224,112350717,61081495,740631,38301090,59804756,45788092,22249774,6547868,17999,5262,3394,3741,3488,3772,3604,2762,2500,3025,2801,4113,3818,5654,3850,14773,7753,124,6728,8109,4128,2530,910,203374,445011,11680,강남구,11680640,역삼1동,68672
20222,D,발달상권,3120224,수서역,CS300002,편의점,3964138542,978778,3011698943,952439599,579596772,605651320,579299952,597711174,649439725,524194942,428244657,220451736,1087970854,623738718,577825586,946370529,507781119,2595454122,1260209170,45567522,664987367,1169960630,975152060,653521512,346474201,733846,244932,138943,143573,139515,147080,164735,137802,107130,37429,306411,160841,151826,230447,91824,599206,363053,13263,202636,298483,219184,144900,83792,209112,443153,11680,강남구,11680750,수서동,60183
20222,D,발달상권,3120212,한티역,CS300002,편의점,1572176823,367518,1100095511,472081312,211880515,209612574,228955385,220666671,228980366,250191260,221890052,120521196,227553272,214584849,238197006,455119386,316201114,905441742,647195533,156507772,265288749,246570988,476174745,325910276,82184745,254899,112619,49517,50427,51250,50113,53592,60445,52174,19953,53298,54005,58228,114121,67913,194863,171210,54688,63271,48009,109225,76957,13926,204740,444220,11680,강남구,11680630,대치4동,112734
20222,D,발달상권,3120215,포스코사거리,CS300002,편의점,5397518338,941979,4595286086,802232252,917948752,929899505,890147216,941254175,916036438,457274427,344957825,365278626,1310384500,1030757430,880646526,1099629316,710821940,3489193963,1427494180,29055690,939669362,1659352197,1377855286,704688629,206066985,815574,126405,161407,170314,161392,163914,158547,70474,55931,46713,267952,201596,156141,174269,95308,625134,279985,7408,200583,316563,229241,117185,34131,204975,445263,11680,강남구,11680590,삼성2동,318626
20222,D,발달상권,3120217,대치사거리,CS300002,편의점,1103156251,204617,776255963,326900288,148032878,154598117,149218952,156485804,167920212,164663956,162236332,111293207,188659446,173672028,166593014,251328685,211609871,720379760,348437652,63079749,162908035,274045743,328039664,196752335,43991887,142881,61736,27477,28732,28075,26959,31638,31871,29865,13815,33517,35035,32977,50674,38599,129447,71080,20656,30145,47634,59638,34815,7640,205165,444843,11680,강남구,11680630,대치4동,159411
20222,D,발달상권,3120206,개나리아파트,CS300002,편의점,2554223149,402824,2010272095,543951054,398522192,420814160,393699468,391956117,405280158,279375603,264575451,207101442,496475499,448264743,414711909,613128444,374541112,1631816666,875096598,26897815,508140888,800199737,642732401,357287193,171655233,322077,80747,64712,67453,62315,62159,65438,41535,39212,23004,92403,82398,66565,88756,49698,250988,147560,8408,96748,124367,95638,52492,20899,203905,444200,11680,강남구,11680650,역삼2동,148412
20222,D,발달상권,3120201,도곡1동,CS300002,편의점,1334821086,213629,1022978271,311842815,202248583,209617852,200031160,202662393,208418283,168282336,143560479,132978153,242792473,220066551,182602754,298074535,258306620,868556482,434672973,12080942,287880793,430442286,332125780,160749540,79950113,165115,48514,32192,34000,32407,32979,33537,26883,21631,17636,46962,40280,32770,44397,31584,138440,72792,3184,53883,69981,46066,26885,11232,203531,443680,11680,강남구,11680640,역삼1동,169293
20222,A,골목상권,3110971,선정릉역 4번,CS300002,편의점,1807851798,242448,1361493471,446358327,253903316,289167046,249206323,274084022,295132764,236021224,210337103,259029194,264368408,240142891,266045655,432415380,345850270,1080915408,676161753,4918723,418014971,690659747,327241228,233352479,82890012,185195,57253,36607,38806,35393,36663,37726,29992,27261,28986,44314,36472,38412,52356,41908,147203,91699,1081,65307,90371,40218,29733,12194,203791,445313,11680,강남구,11680640,역삼1동,133222
20222,D,발달상권,3120222,삼성역,CS300002,편의점,3883089889,715328,3277309363,605780526,629179844,679451663,653816087,676059036,638802733,348559340,257221186,138512808,1046533814,810806679,647024954,801897401,438314233,2469659490,1091718165,21588198,717778607,1264361324,913310986,478035888,166302646,613962,101366,119579,129037,123158,123337,118851,56516,44850,19377,225139,159379,123060,131428,56945,456570,231163,6030,161621,252128,159498,81303,27152,205584,445468,11680,강남구,11680610,대치2동,356337
20222,A,골목상권,3110994,개포고등학교,CS300002,편의점,308030693,50127,221177809,86852884,43987447,45477174,41962286,44432215,45318687,46708498,40144386,29704992,70122048,42819530,42143762,69878090,53362271,214428097,89060437,8659439,47140217,66534732,80642631,68381429,32130087,37293,12834,7594,7582,6959,7655,7503,6742,6092,3871,11198,7476,7960,10957,8665,32830,17007,2306,9136,9867,13685,10006,4837,205433,442662,11680,강남구,11680670,개포2동,61589
20222,A,골목상권,3110989,대치동아우편취급국,CS300002,편의점,528375451,77756,395878385,132497066,82898669,77323616,77660735,78254991,79740374,68689144,63807922,70244114,74792800,68016237,68799610,142292913,104229777,304889309,223486142,9087405,98146529,163532415,146243758,82940069,28425275,58749,19007,11447,11732,11643,11732,12195,9631,9376,8209,13504,12032,11550,18516,13945,47401,30355,2457,14638,21820,20933,14252,3656,204819,444825,11680,강남구,11680630,대치4동,40587
20222,D,발달상권,3120192,뱅뱅사거리,CS300002,편의점,7452078505,1184871,5757941672,1694136833,1132257087,1177741623,1156577809,1114919095,1176446058,898867943,795268890,732803025,1277854777,1168936624,1064511360,1832284860,1375687859,4503772609,2494698164,59396250,1494150309,2450015854,1597979358,984511246,412417750,948367,236504,188779,197405,188225,185981,187977,125309,111195,86685,248261,216957,179335,270284,183349,721952,420134,17605,280308,388445,239585,157589,58549,202785,443423,11680,강남구,11680640,역삼1동,317600
20222,D,발달상권,3120199,경복아파트교차로,CS300002,편의점,3797122791,523311,3094681528,702441263,645769381,639790989,581455085,604419828,623246245,357378433,345062830,479780046,679839834,625946913,514251680,864646317,632658001,2405479950,1355859932,11839724,744056704,1431863365,967024262,468746076,137809750,434892,88419,88490,90760,85552,85425,84665,46834,41585,50881,115095,103439,71407,109177,73312,348977,171773,1794,116068,202883,125863,55975,18167,203449,445392,11680,강남구,11680640,역삼1동,112742
20222,A,골목상권,3110952,논현목련공원,CS300002,편의점,281590642,34897,209839804,71750838,42051481,41614787,43597349,40673572,41902615,33907116,37843722,46916253,40836133,35563185,35055118,71474775,51745178,149042090,120444220,704388,81607426,83208882,51090934,44056150,8818530,26116,8781,5299,5397,5415,5099,4906,4165,4616,4721,6589,4978,4705,8475,5429,19347,14471,138,11993,8694,6102,5450,1442,202337,445761,11680,강남구,11680521,논현1동,21629
20222,D,발달상권,3120204,르네상스호텔사거리,CS300002,편의점,2327270919,351542,1874507322,452763597,336781898,390123090,382166838,367707376,397728120,239311107,213452490,323839444,425473140,364799984,340168089,514889342,358100920,1553279228,699582798,16565150,497495257,702556673,615140405,319311245,101793296,292836,58706,55499,61241,58930,57298,59868,30959,27747,35246,78590,69028,57259,67392,44027,237208,107175,3152,82706,111311,87625,44919,14668,203786,444848,11680,강남구,11680640,역삼1동,160960
20222,A,골목상권,3110997,대청초등학교,CS300002,편의점,3062317268,484752,2126539660,935777608,414447848,420364755,428594155,409975931,453156971,501939525,433838083,409676046,428749937,355180441,360433960,789776925,718499959,2052437465,982389542,46109665,679237677,814478951,708600199,526017245,260383269,341746,143006,66398,68138,69020,67113,71077,74364,68642,53808,77760,60798,62004,122921,107461,314334,168104,13113,117485,126746,103842,80974,40276,207481,443569,11680,강남구,11680730,일원1동,236964
20222,A,골목상권,3110999,윗방죽마을공원,CS300002,편의점,1384943012,183580,964488319,420454693,176808088,184867135,203214895,190601741,208996460,207676032,212778661,174128396,176628992,159339536,153684965,358395754,362765369,865808889,457377918,2650899,255389521,476058420,258216420,235646176,95225369,127860,55720,24552,24629,26262,25247,27170,26992,28728,21396,26520,23958,21750,45867,44089,116045,63692,548,37081,68518,33617,28280,11689,209190,441356,11680,강남구,11680700,세곡동,239797
20222,D,발달상권,3120193,도산공원교차로,CS300002,편의점,1677495545,250483,1403983252,273512293,275697937,292718050,281903900,280655818,273007547,151482932,122029361,113885219,366702403,351912207,310779372,363425935,170790409,939677431,484125436,8819730,260727570,536792934,357244516,163022501,97195615,213073,37410,41114,45007,42828,42203,41921,21358,16052,13816,62299,60123,45125,47997,21123,145740,84227,2475,52575,88654,47181,24804,14278,202968,446898,11680,강남구,11680545,압구정동,185023
20222,D,발달상권,3120200,학동사거리,CS300002,편의점,3607594513,505804,2656544921,951049592,488332895,549280792,520496682,518036518,580398034,543223360,407826232,411720018,599398828,596222355,572156709,837318491,590778112,2104473511,1129670282,23293990,779269433,1067238530,699873366,435245386,229223087,377109,128695,68180,78042,74132,75364,81391,74730,53965,49741,100337,95769,79572,108738,71647,300199,182598,5714,134440,163034,93591,57666,28351,203460,447067,11680,강남구,11680565,청담동,266597
20222,D,발달상권,3120210,선릉역,CS300002,편의점,10487262780,1779037,8326015575,2161247205,1588221151,1720759251,1643646661,1667509846,1705878666,1223266195,937981010,1036761116,2113765135,1741337290,1410974411,2536281595,1648143233,6342799468,3384017815,158478137,2009946727,3198687585,2257571057,1347267807,754865961,1430225,348812,274377,300627,280792,284863,289566,197578,151234,127750,446140,342043,253292,389609,220203,1082418,629126,52599,400544,533048,371544,241622,112179,204364,445017,11680,강남구,11680630,대치4동,360434
20222,D,발달상권,3120195,성수대교남단,CS300002,편의점,678068299,109932,528507477,149560822,98514389,109919002,106367440,107940062,105766584,85400920,64159902,52600065,132982361,128636672,123842431,147866922,92139848,411235232,222144466,5165218,165285358,230010249,140597496,58562787,33758586,85501,24431,16216,17701,17635,17609,16340,14370,10061,5035,23895,24300,22734,24076,9892,62933,42388,1645,34241,35075,19781,9933,4645,203046,447576,11680,강남구,11680545,압구정동,126830
20222,A,골목상권,3110965,언주역 6번,CS300002,편의점,610802150,77990,469563020,141239130,92491239,96314114,97029033,87595628,96133006,70636616,70602514,82960063,89057362,77628029,82778631,159870844,118507221,364373759,226025433,1474101,120072120,189992973,160547258,86457369,31855372,61585,16405,12428,12766,12296,11724,12371,8368,8037,8380,14237,13024,11744,18000,12605,50805,26498,393,17233,23739,19780,11183,4975,203346,445193,11680,강남구,11680640,역삼1동,65108
20222,D,발달상권,3120218,코엑스,CS300002,편의점,937873308,203314,779938293,157935015,148114887,150737086,157870573,169654726,153561021,88510037,69424978,557932,246455351,223863162,195750865,219510888,51735110,517983613,322311591,5731858,192118996,278602337,209478449,119278003,35085563,167260,36054,31473,33412,34297,35217,32861,19968,16086,96,58506,50813,43275,42152,8472,110018,84000,1899,50205,68098,43199,23299,7317,205226,445856,11680,강남구,11680580,삼성1동,145396
20222,A,골목상권,3110981,국악고교사거리,CS300002,편의점,941990219,140456,690931820,251058399,135479812,136991016,139600221,133263514,145597257,133352286,117706113,110935917,161449990,111841599,124355461,240560012,192847240,650207920,271970711,22408046,119696625,217857675,253541750,226630143,82044394,103901,36555,21130,21099,20172,20730,20770,19015,17540,14368,26068,19333,21316,33685,25686,91565,46923,6857,21574,33237,36683,29347,10791,204328,441797,11680,강남구,11680690,개포4동,67409
20222,A,골목상권,3110992,도곡초등학교,CS300002,편의점,1330810917,254584,905219256,425591661,175613046,180108639,180268521,170822793,198406257,232934361,192657300,165412963,164899898,152472208,174285182,371431173,302309493,776773452,544860542,81779776,183749854,274430694,425643836,278489921,77539913,173710,80874,34194,34466,34773,32663,37614,43728,37146,22899,32034,34073,36215,77517,51846,137585,115888,28354,33445,41865,79327,56890,13592,205007,444509,11680,강남구,11680630,대치4동,138866
20222,D,발달상권,3120213,삼성중앙역,CS300002,편의점,3000027396,436616,2329091259,670936137,444982067,477657288,470180917,471578559,464692428,364848763,306087374,337863778,439057873,476738449,402713022,736300800,607353474,1958125401,800080731,14071620,552317561,919137088,727092719,380272507,165314629,345818,90798,66525,72166,68488,69800,68839,48962,41836,38560,77095,76834,63499,103314,77314,288738,126409,3758,97008,136898,100492,55460,21528,204752,445788,11680,강남구,11680590,삼성2동,228925
20222,U,관광특구,3001496,강남 마이스 관광특구,CS300002,편의점,2085469626,402209,1680691119,404778507,307061340,337399044,337717653,365961602,332551480,236158396,168620111,47203668,491852032,433274839,417663775,483890249,211585063,1086601028,702888115,13633453,393405717,589785749,447328059,247893775,97442393,326425,75784,61095,65397,66634,68257,65042,42402,33382,5819,115153,90025,83767,81765,25680,217870,160179,3735,95141,131189,87002,44883,16097,205282,445736,11680,강남구,11680580,삼성1동,237892
20222,D,발달상권,3120208,청담사거리(청담동명품거리),CS300002,편의점,3645758951,540930,2747447006,898311945,497150213,555842061,538781318,559040168,596633246,491303484,407008461,350673384,717784965,737594400,549869851,744134746,545701605,2106846210,1195135253,14422197,789974024,979605063,748668808,520921328,248390041,408676,132254,74439,83717,80962,82315,87243,74702,57552,42485,125537,123585,86390,100694,62239,313686,201698,3393,142923,156517,102742,72032,37777,204217,447261,11680,강남구,11680565,청담동,331337
20222,D,발달상권,3120220,대치역,CS300002,편의점,744922576,187629,532907342,212015234,104988345,102785714,109775136,102132536,113225611,118964335,93050899,30821319,144023146,108368913,123345102,206855984,131508112,415171307,329751269,81185356,103017532,103567863,228928451,165708194,62515180,134765,52864,26832,27615,27107,25706,27505,30600,22264,5711,35710,29277,33538,54731,28662,94218,93411,30212,27173,22576,55000,41694,10974,205508,443861,11680,강남구,11680600,대치1동,163253
20222,A,골목상권,3110961,언주역 3번,CS300002,편의점,738961705,103746,573897577,165064128,113084260,117243800,115131633,116701359,111736525,82683386,82380742,77443876,107994200,125899324,115193199,192538886,119892220,396016926,253644381,394171,128144698,265837823,170707451,59857521,24719639,83385,20361,16724,16916,16695,16455,16595,10457,9904,8466,19917,21013,17256,23064,14030,60249,36874,119,21779,38178,25232,7969,3845,203028,445716,11680,강남구,11680531,논현2동,63031
20222,D,발달상권,3120203,강남구청역,CS300002,편의점,3158852310,502077,2484756795,674095515,460393041,506228193,496673944,507979016,513482601,371432613,302662902,290605484,553067049,533867344,445724242,754145042,581443149,1897934760,1034309808,47270783,620171856,945774286,682346933,453892637,182788071,399340,102737,74141,82743,80247,79890,82319,56677,46060,35332,102718,97112,78752,113000,75163,301054,181299,13250,124301,152244,99095,66827,26633,203597,446308,11680,강남구,11680531,논현2동,173252
20222,D,발달상권,3120188,압구정역,CS300002,편의점,2127266646,395474,1621441902,505824744,292678798,342285399,326496528,310675065,349306112,302952661,202872083,127977933,422775499,358276295,371648452,533841070,312747397,1218456586,810306153,55449645,463061980,550032100,498322225,320160161,141736625,302269,93205,56982,62873,60299,57576,64539,56082,37123,17275,87726,73076,71174,99307,46916,215419,171094,18228,100168,106333,85637,55031,21115,202482,447331,11680,강남구,11680510,신사동,251746
20222,A,골목상권,3110977,논현로18길,CS300002,편의점,394578280,51441,285510351,109067929,57886315,57310310,50164985,58382690,61766051,58985122,50082807,32977969,66607626,55066970,58681954,105726690,75517071,258328583,106545107,4022989,52630742,123885627,82589067,64854240,36891021,38969,12472,7863,7744,7414,7893,8055,6629,5843,3609,9146,8673,7414,13332,9267,34640,14078,936,9143,16307,9969,8367,3994,204154,442000,11680,강남구,11680690,개포4동,17288
20222,D,발달상권,3120187,신논현역,CS300002,편의점,8100872843,1354259,6037631846,2063240997,1137719542,1216072807,1199075089,1186759473,1298004935,1178487636,884753361,1237585364,1464537024,1001553080,1005830144,1845963506,1545403725,5065470413,2846470234,78156359,2432982769,2737989972,1497861231,827790944,337159372,1022101,332158,190135,208359,204311,202191,217105,191579,140579,169658,294465,192175,180239,297433,220289,822527,513580,18565,457422,457049,220978,128591,53503,202235,445062,11680,강남구,11680521,논현1동,382392
20222,D,발달상권,3120196,서울세관,CS300002,편의점,1882814655,238775,1567917334,314897321,295439300,329867553,313283196,306700314,322626971,179578512,135318809,184069801,340651342,305338408,236440002,558598800,257716302,1311210263,534163691,6860165,335199448,579357699,328026832,191772573,404157238,200236,38539,39556,42338,39520,39025,39797,21530,17009,19017,62915,50402,32275,46627,27539,152201,83461,1650,58429,88759,45261,22480,19081,203125,446206,11680,강남구,11680531,논현2동,185480
20222,A,골목상권,3110955,논현초등학교,CS300002,편의점,2355609753,293710,1687070380,668539373,341570622,333699618,331771375,330694952,349333813,364234978,304304395,437520942,308553483,278898978,309388652,536353322,484894376,1293649784,985113244,11710944,575514477,823814123,453234432,255721023,158768030,215054,78656,42942,44262,41965,41509,44376,42452,36204,47558,45543,40878,39594,65826,54311,171357,115817,2103,78899,102483,54525,30670,18491,202603,445503,11680,강남구,11680521,논현1동,190913
20222,A,골목상권,3110972,강남세브란스병원미래의학연구센터,CS300002,편의점,213107688,27005,154738273,58369415,31183518,27457009,32709371,25945315,37443060,31006614,27362801,6461850,23823914,36567402,32441169,65528960,48284393,125023915,81773688,1172049,36783662,73751355,60833776,22212678,12044083,19926,7079,3929,3970,4222,3612,4193,3719,3360,596,3890,4579,4605,7672,5663,16752,9829,174,5529,10138,7146,2335,1259,203759,443901,11680,강남구,11680650,역삼2동,46603
20222,D,발달상권,3120205,매봉역,CS300002,편의점,918722251,153378,707192341,211529910,133012452,139717221,142965438,140329794,151167436,113225973,98303937,83244939,204834327,149726330,126737102,208027569,146151984,576483522,316574440,9941553,163132379,242678895,228124146,129583989,119596998,120433,32945,23689,24302,23817,23539,25086,17167,15778,9282,38393,28678,22775,32606,21644,94610,56375,2973,37189,43365,35089,20899,11472,203882,442769,11680,강남구,11680656,도곡2동,122443
20222,A,골목상권,3110984,포이초등학교(개포목련어린이공원),CS300002,편의점,893665117,126343,648235592,245429525,134607917,131271025,120134415,129727918,132494317,127619407,117810118,114944247,142825049,128669011,122442736,226344336,158439738,637041635,249945711,13734627,139781908,270157281,223980001,162066428,77267101,92636,33707,18889,19343,18164,18110,18130,17140,16567,13317,23073,20410,18543,30434,20566,87324,38143,3924,23126,36409,30073,20464,11471,204610,441598,11680,강남구,11680690,개포4동,137098
20222,A,골목상권,3110957,언북중학교,CS300002,편의점,842113411,115510,661459348,180654063,127752390,137121251,132258530,133493541,130833636,101615905,79038158,108143684,154275104,127519773,131919472,187086469,133168909,566617511,203255521,2806516,148380617,335364996,151661798,99145680,32513423,92222,23288,17520,19535,17484,18563,19120,13517,9771,10748,25608,21674,18922,23202,15356,76949,31560,615,27308,40271,18686,16197,5431,202797,446468,11680,강남구,11680531,논현2동,94815
20222,D,발달상권,3120209,"강남구청(청담역_8번, 강남세무서)",CS300002,편의점,2863053728,459062,2186332537,676721191,421769616,437662366,430421680,436377694,460101181,373092463,303628728,209211577,517905084,486708612,446534325,676259022,526435108,1671936311,1047408907,58560876,450459887,704274864,828140786,462076492,215832316,356703,102359,70393,73877,70927,69058,72448,56522,45837,27530,88904,87497,78420,103211,73500,261221,186613,15300,90744,113152,125352,69973,33310,204377,446586,11680,강남구,11680565,청담동,134148
20222,A,골목상권,3110976,언북초등학교,CS300002,편의점,336155978,55122,252915490,83240488,48323143,47895219,52661890,49854049,54181189,44569282,38671206,17200002,85575406,46454414,49901702,78775857,58248597,216975703,114506186,13017991,63695360,122305345,67280534,47949356,17233303,43744,11378,7858,8964,8697,8769,9456,6286,5092,1860,18547,8543,8169,10555,7448,34494,20240,4653,11661,17183,10957,7547,2733,204115,446924,11680,강남구,11680565,청담동,55724
20222,D,발달상권,3120223,휘문고교사거리,CS300002,편의점,222282619,50515,189681156,32601463,40920568,39200091,34968073,36115678,38476746,13406465,19194998,2167913,60923025,57452442,50678876,38883514,12176849,142349574,75294270,5981840,37833220,76452626,63064320,29143271,5168567,43163,7352,9435,9280,8036,7924,8488,3266,4086,320,15155,12841,11348,8390,2461,31188,18642,2316,9575,17582,13469,5865,1022,205806,444988,11680,강남구,11680610,대치2동,133570
20222,D,발달상권,3120211,도성초등학교,CS300002,편의점,775026642,159188,540739830,234286812,100810916,106526137,112969578,106770398,113662801,127700069,106586743,65441466,118294697,122436063,110177943,210844907,147831566,443174263,331852379,49515721,127142257,137660892,243521133,168657333,48529306,110755,48433,20879,22912,23234,21095,22635,27080,21353,9666,26977,29144,23644,44398,25359,81136,78052,16825,29578,24850,44563,34035,9337,204639,444576,11680,강남구,11680630,대치4동,72437
20222,D,발달상권,3120207,선정릉역,CS300002,편의점,3300517971,520615,2631939928,668578043,511870549,546737887,529597650,519241908,524491934,396816815,271761228,301784437,639021316,590503417,479177503,750247651,539783647,2023805426,1115041791,38592879,676167234,1048904846,768154159,403250846,203777249,427765,92850,83001,89981,85025,84145,85613,55012,37838,34395,126139,104703,79248,109033,67097,323212,182720,11374,130272,164921,110330,58490,30544,204022,445778,11680,강남구,11680590,삼성2동,323475
20222,D,발달상권,3120190,강남을지병원,CS300002,편의점,4175626482,631040,3311049758,864576724,636172944,672008687,652569968,648464540,701833619,490412755,374163969,453743476,847037820,742747492,582214654,912644791,637238249,2443052015,1383730175,22873445,828707046,1344997081,903877143,538921073,187406401,513305,117735,97434,108609,102906,99985,104371,67314,50421,54114,154484,131694,95125,121600,74023,365920,232702,4820,150982,206763,128666,78307,29084,202498,446725,11680,강남구,11680545,압구정동,295195
20222,D,발달상권,3120221,봉은사역,CS300002,편의점,1119704146,177171,886327448,233376698,175529987,185578807,176545276,171930464,176742914,129159620,104217078,84611593,285351618,200707882,164974255,225881739,158177059,759827851,275576495,8894896,174307877,259461314,299844463,201512592,91383206,141407,35764,28015,30020,27944,27017,28411,19236,16528,10672,48793,35306,27955,33366,21079,122037,48388,2610,34598,43117,41976,33373,14753,205516,446111,11680,강남구,11680580,삼성1동,124926
20222,A,골목상권,3110949,한남IC,CS300002,편의점,847313385,129447,632488016,214825369,117940099,124316148,128783978,120131656,141316135,120207927,94617442,81738128,134177798,136538782,125537354,200326750,168994573,538491049,253720172,10386820,161838207,242017703,172875553,143503254,61589686,99510,29937,18975,19704,19733,19978,21120,16285,13652,10375,24899,25844,21107,27474,19748,82525,40612,2332,27961,38007,25829,20463,8543,201701,446824,11680,강남구,11680510,신사동,62126
20222,D,발달상권,3120198,구역삼세무서,CS300002,편의점,3337410275,500837,2554806458,782603817,487054656,542004039,494726737,506234051,524786975,401045424,381558393,471046705,539012305,516990514,450852269,775219382,584289100,2065709346,1144066912,16240902,761274002,1169183033,721247429,349864866,191966025,397130,103707,77259,82815,78504,79156,79396,53848,49859,55469,102044,93235,69547,106899,73643,306907,183861,4041,136077,173402,99789,51233,26222,203290,444009,11680,강남구,11680640,역삼1동,291470
20222,D,발달상권,3120219,은마아파트,CS300002,편의점,4698803368,1087919,3169727001,1529076367,621703326,605947598,612322386,650765466,678988225,817451544,711624823,283556811,618770918,668138470,727520334,1372294936,1028521899,2924112203,1747479678,418185021,683770119,671210655,1493632578,1098068420,306725085,715095,372824,141500,142088,141314,141071,149122,200835,171989,49968,156011,155555,175002,348562,202821,602878,481441,155959,166211,129337,336343,249894,46575,205359,444378,11680,강남구,11680630,대치4동,149660
20222,A,골목상권,3110975,매봉역 1번,CS300002,편의점,1154035732,185721,818587198,335448534,148794964,153070345,171207126,164677364,180837399,170804704,164643830,60321642,235114512,171650154,183548950,268596904,234803570,709155213,391004687,18714204,184464648,308806950,278626875,183076852,126470370,133593,52128,24706,26008,26120,26897,29862,27627,24501,7185,46357,32760,30684,37550,31185,115573,66339,3949,40322,51766,41520,27526,16829,203984,443063,11680,강남구,11680655,도곡1동,52363
20222,D,발달상권,3120202,압구정로데오역(압구정로데오),CS300002,편의점,1640346428,243250,1124995314,515351114,172520013,224391441,224529029,222118656,281436175,310166084,205185030,231200932,206474804,266223102,238401902,373216328,324829360,902166064,624555888,10158357,503153183,578678313,231396021,142134368,61201709,167967,75283,28297,32592,33987,33541,39550,44249,31034,29848,40693,43526,39980,52093,37110,141638,95471,2451,90644,83239,32068,20907,7800,203548,447476,11680,강남구,11680545,압구정동,265702
