기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
20221,D,발달상권,3120204,르네상스호텔사거리,CS300002,편의점,2074902300,278951,1646270698,428631602,341932392,298724516,322623650,334065060,348925080,243870138,184761464,236955145,304130717,322723300,255162630,515976717,439953791,1326564983,658047772,14583815,484746580,567063121,510990101,301780072,105449069,227506,51445,47205,43220,44995,48145,43941,28273,23172,26550,56005,53539,41149,59489,42219,180189,91464,2653,70903,82634,67005,36186,12272,203786,444848,11680,강남구,11680640,역삼1동,160960,1849975,968933,881043,140838,346596,482554,399868,247075,233046,271769,403843,346688,341289,325412,160974,297843,292250,292859,314174,305004,187598,160249,1595,712,883,107,316,509,318,182,163,53,116,235,151,81,76,54,200,274,167,101,87,1127,0,1127,3950805.0,8.0,1790026304.0,354137379.0,217919661.0,155205039.0,174329144.0,308034810.0,88538680.0,49387756.0,374178020.0,68295815.0,41471,20644,20827,102,8167,11056,10671,10081,1394,54,5016,7567,4988,2062,957,48,3151,3489,5683,8019,437
20221,A,골목상권,3110997,대청초등학교,CS300002,편의점,2679189484,389704,1898881920,780307564,376075954,372475047,371807944,378351277,400171698,406792492,373515072,275517062,361498044,308059684,306062545,795780579,632271570,1833229548,845959936,41963758,586129491,711959115,611241045,494589576,233306499,280306,109398,56307,57183,56091,55989,54736,55782,53616,35634,60750,50422,48095,111555,83248,261182,128522,9028,97167,100007,80580,70537,32385,207481,443569,11680,강남구,11680730,일원1동,236964,2180094,1040759,1139335,346911,289123,346860,342669,323298,531232,563438,458462,262896,253807,356468,285025,313065,311233,315547,315007,314017,305247,305978,7187,3566,3621,1042,1264,1174,1052,1114,1541,566,637,592,515,547,709,476,627,582,537,567,832,3441,0,3441,3135357.0,7.0,7111260999.0,1642914131.0,888063639.0,555360381.0,815115871.0,1251073315.0,312328636.0,205634012.0,1139153125.0,301617889.0,1724,959,765,4,230,291,391,383,425,2,111,162,200,210,274,2,119,129,191,173,151
20221,A,골목상권,3110984,포이초등학교(개포목련어린이공원),CS300002,편의점,851348973,110884,632860622,218488351,127084344,127822091,126208476,126231941,125513770,113508284,104980067,99061470,119585667,121668126,117177658,233701606,160154446,622698990,223052559,7684358,144460426,279431461,184394218,156238674,73542412,84460,26424,17178,16687,16812,17466,16317,13474,12950,11082,18224,17607,15856,29178,18937,78504,32036,1977,22028,34364,22317,19375,10478,204610,441598,11680,강남구,11680690,개포4동,137098,952631,467673,484959,193373,101469,171379,158593,142930,184887,339544,224927,95200,80375,102746,109838,135462,135055,137003,134902,135323,136084,138801,4267,2104,2163,618,656,716,703,725,849,313,346,379,328,366,372,305,310,337,375,359,477,1912,0,1912,3091267.0,7.0,1995713025.0,471761705.0,248526502.0,149646467.0,233510127.0,350604435.0,83169438.0,58149253.0,314687930.0,85657168.0,1556,1046,510,2,236,342,331,306,339,0,140,241,211,199,255,2,96,101,120,107,84
20221,U,관광특구,3001496,강남 마이스 관광특구,CS300002,편의점,1927664735,327506,1498506631,429158104,307658958,294317537,282442442,307226708,306860986,249020421,180137683,44464237,399856124,375270032,357062559,517967289,233044494,1000729996,687252556,10869999,365057479,580784956,409444616,239697160,82128338,260286,67220,53443,49727,50089,56157,50870,37084,30136,5039,88035,71256,65969,74282,22925,176285,133337,2549,77827,109932,68214,38145,12952,205282,445736,11680,강남구,11680580,삼성1동,237892,93390,46991,46400,6299,19804,25799,20898,11636,8954,6269,17953,21341,22411,20142,5276,13678,13771,14115,15319,15170,11452,9885,29,16,13,2,4,2,4,9,8,0,2,1,2,5,6,2,2,1,2,4,2,18,0,18,7010917.0,10.0,,,,,,,,,,,15904,8904,7000,59,3513,6185,4248,1596,303,25,1160,3361,2887,1246,225,34,2353,2824,1361,350,78
20221,D,발달상권,3120212,한티역,CS300002,편의점,1421937470,301301,1010944330,410993140,202455590,187429169,201574365,202100072,217385134,228577369,182415771,62438121,235960481,210714380,216312985,418805631,277705872,838273200,526079510,132864999,233154002,232568394,407060942,285694303,73010072,214667,86634,42118,41727,42641,44300,43881,47598,39036,9197,51005,51880,50106,89592,49521,164542,131082,44067,52103,42518,84298,60633,12005,204740,444220,11680,강남구,11680630,대치4동,112734,958761,445092,513670,354430,90994,91781,193607,118808,109143,124209,164793,153405,177305,231699,107350,130308,131766,135518,137196,138836,149286,135851,1483,713,770,271,240,150,288,289,245,141,110,71,126,152,113,130,130,79,162,137,132,683,0,683,4127153.0,8.0,1067199535.0,243618363.0,132904894.0,74723901.0,116662603.0,174989831.0,42378327.0,30287874.0,206090368.0,45543374.0,753,394,359,1,118,182,201,143,108,1,37,87,119,80,70,0,81,95,82,63,38
20221,D,발달상권,3120191,학동역,CS300002,편의점,3672710797,524151,2971447681,701263116,593228625,569383940,579058474,635093069,594683573,375084600,326178516,336354111,845747592,569358183,495476257,822972127,602802527,2226961934,1175705098,16834241,804030742,1171211194,823455111,404679955,182455794,436641,87510,87320,85110,85435,92733,86043,47988,39522,35300,151300,96783,74158,102142,64468,317507,186317,4121,135771,176942,103871,58382,24737,202659,446009,11680,강남구,11680521,논현1동,366287,1948293,981485,966807,121922,422956,518914,390212,238614,255675,355037,417683,325043,323778,335632,191120,298820,294907,299986,315045,308286,225959,205291,4438,2087,2351,275,755,1109,868,578,853,139,339,539,401,301,368,136,416,570,467,277,485,2983,0,2983,3300184.0,7.0,2887323339.0,672084676.0,364642550.0,238093910.0,319707033.0,501584928.0,123309144.0,91726667.0,449881837.0,126292594.0,13888,8123,5765,40,2898,3769,2969,1869,2343,17,1128,2152,2012,1134,1680,23,1770,1617,957,735,663
20221,D,발달상권,3120198,구역삼세무서,CS300002,편의점,3041244839,422815,2358599534,682645305,470043497,473392091,459653329,488000565,467510052,365696707,316948598,342630293,456224790,466739655,400962255,788185494,586502352,1917610465,1029620287,11636068,686410137,1089865497,692489954,293090618,173738476,338382,84433,68447,67198,66735,71868,64134,43575,40858,37785,81825,81056,58528,98876,64745,261379,153995,2815,113440,154781,83192,39802,21345,203290,444009,11680,강남구,11680640,역삼1동,291470,2733850,1442990,1290860,191752,608813,756681,534928,314745,326931,638247,591702,393507,384407,427291,298697,414758,410762,413045,426952,415756,328219,324358,7376,3813,3563,479,1410,1908,1355,980,1244,248,673,1017,733,547,595,231,737,891,622,433,649,5072,0,5072,3332219.0,7.0,3913260246.0,952094191.0,500629491.0,324229415.0,444550986.0,664166108.0,160375193.0,131875037.0,556902399.0,178437426.0,11531,7246,4285,23,2691,3529,2889,1562,837,12,1141,2216,2115,1139,623,11,1550,1313,774,423,214
20221,D,발달상권,3120210,선릉역,CS300002,편의점,9198195500,1423860,7345668622,1852526878,1533026779,1399213761,1380533188,1533742276,1499152618,1049202928,803323950,657668071,1721524622,1538653995,1288753407,2363435502,1628159903,5556990738,2939481036,101072758,1802996068,2834181925,1940112195,1228791583,589317245,1157914,265946,236896,222635,222418,245307,230658,149698,116248,72139,346099,284126,206645,332835,182016,866436,500814,32654,325137,438999,289893,195406,85168,204364,445017,11680,강남구,11680630,대치4동,360434,4939990,2506919,2433070,572340,871198,1176471,1015394,676956,627630,750168,1029418,888146,880452,939588,452218,768384,761227,766025,812419,795025,550962,485949,4780,2264,2516,332,934,1309,900,630,675,155,372,615,448,336,338,177,562,694,452,294,337,3339,0,3339,3481614.0,7.0,4218890942.0,1009179415.0,524329890.0,339719399.0,455620191.0,697476227.0,167400169.0,135294522.0,708846449.0,181024680.0,48780,26797,21983,117,11358,13636,11065,7952,4652,54,5356,8026,6479,4158,2724,63,6002,5610,4586,3794,1928
20221,D,발달상권,3120206,개나리아파트,CS300002,편의점,2375532527,344093,1879085738,496446789,397043881,374440628,351166112,388583176,367851941,265591449,230855340,157169546,430574658,426769401,376086157,583079833,401852932,1500749589,812001022,21068662,460661996,774528792,582935891,317038352,156516918,277406,66687,57248,53902,52792,59872,53592,35565,31122,16318,76087,74253,55771,76663,45001,215511,124118,5928,80329,110676,81325,43073,18300,203905,444200,11680,강남구,11680650,역삼2동,148412,1227623,592298,635325,187937,186927,255449,271718,158401,167191,228969,269372,202431,199059,204256,123536,186223,184663,186371,192771,188482,148578,140534,4115,1932,2183,687,712,622,766,564,764,366,326,266,355,290,329,321,386,356,411,274,435,2106,0,2106,3882226.0,8.0,1721637065.0,402206816.0,216157969.0,132792842.0,194720290.0,298259070.0,72754126.0,51816825.0,278976539.0,73952588.0,5243,3354,1889,87,1658,1413,1080,655,350,27,866,955,775,456,275,60,792,458,305,199,75
20221,A,골목상권,3110971,선정릉역 4번,CS300002,편의점,1837589058,210381,1359057177,478531881,260413739,272310867,234576514,285151103,306604954,243244920,235286961,242281431,194579213,228275937,265630281,484791108,422031088,1055863733,702857069,3769713,434960378,691159902,355974398,190208166,82648244,158247,52134,31424,30678,29766,34096,32283,26365,25769,22672,30045,29306,33094,53555,41709,125627,80544,697,55026,80889,35847,23743,9969,203791,445313,11680,강남구,11680640,역삼1동,133222,803559,391734,411825,45806,162780,238288,158493,95666,102527,214154,180066,106738,101484,112857,88260,119077,117667,118583,121662,119880,103810,102879,3870,1781,2089,228,782,1162,697,451,550,109,307,536,353,239,237,119,475,626,344,212,313,2549,0,2549,3432046.0,7.0,3043232760.0,742272372.0,387401392.0,249405362.0,344204261.0,528859765.0,119565862.0,102746456.0,429301119.0,139476171.0,1542,900,642,11,278,455,380,254,164,6,140,270,245,120,119,5,138,185,135,134,45
20221,D,발달상권,3120220,대치역,CS300002,편의점,552577879,129123,396886048,155691831,84453357,75794634,75991484,81986046,78660527,84665401,71026430,17676505,98204187,96788874,89278289,155698096,94931928,320525020,232052859,55515717,78448461,87549666,163062897,119948871,48052267,93952,35171,19551,17860,18410,19630,18501,20285,14886,2820,25338,23777,22106,36461,18621,66876,62247,20349,19437,17430,36989,27682,7236,205508,443861,11680,강남구,11680600,대치1동,163253,501569,240212,261357,200600,38385,38230,91744,62245,70367,49462,86680,85068,100647,128192,51522,70197,69252,68784,72418,73849,78493,68579,1297,634,663,375,145,80,315,207,175,191,69,35,139,111,89,184,76,45,176,96,86,391,0,391,6241887.0,9.0,438625881.0,90538180.0,53407695.0,30295111.0,45911875.0,77061769.0,18038756.0,11265312.0,94336791.0,17770392.0,5716,3394,2322,26,1854,2307,1022,333,174,2,774,1495,752,234,137,24,1080,812,270,99,37
20222,D,발달상권,3120194,언주역(차병원),CS300002,편의점,3724312047,534845,2952944487,771367560,578412474,602967479,580767695,590175421,600621418,415053397,356314163,406310290,677401904,607392366,535998817,897267271,599941399,2064092781,1340382279,11657492,789021380,1115574376,754405081,497302931,236513803,432507,102338,86180,88849,86916,85534,85028,57439,44899,45509,120066,102793,80840,113823,71814,316259,190735,2807,140732,174342,99332,59310,30468,203009,445326,11680,강남구,11680531,논현2동,242446,1987189,1021793,965396,80909,439221,593558,404311,234382,234809,339452,430593,342014,338401,347479,189247,303815,318236,309938,307788,304558,232714,210142,2599,1282,1317,142,483,760,435,329,450,76,222,375,218,175,216,66,261,385,217,154,234,1764,0,1764,3258234.0,7.0,1889746203.0,441748522.0,239342987.0,162175137.0,209822265.0,331128886.0,85920530.0,59855903.0,278065250.0,81686723.0,12628,8724,3904,37,2790,4202,2802,1923,874,14,1366,2863,2239,1588,654,23,1424,1339,563,335,220
20222,A,골목상권,3110967,역삼역 8번,CS300002,편의점,184231145,23261,138000988,46230157,25012480,26201887,29313230,30399797,27073594,23205883,23024274,29767406,18277526,25939426,24672408,45651155,39923224,112350717,61081495,740631,38301090,59804756,45788092,22249774,6547868,17999,5262,3394,3741,3488,3772,3604,2762,2500,3025,2801,4113,3818,5654,3850,14773,7753,124,6728,8109,4128,2530,910,203374,445011,11680,강남구,11680640,역삼1동,68672,724580,392847,331734,37729,157106,212216,154790,88058,74682,146769,155014,117816,109968,120017,74998,108923,115840,113416,112706,110376,81212,82105,1279,615,664,99,234,354,249,158,185,48,108,169,119,86,85,51,126,185,130,72,100,864,0,864,3201729.0,7.0,924042436.0,224952107.0,115536448.0,76369089.0,102770714.0,161460500.0,34563514.0,30835550.0,135933064.0,41621450.0,377,228,149,0,63,92,89,92,41,0,31,51,60,56,30,0,32,41,29,36,11
20222,D,발달상권,3120224,수서역,CS300002,편의점,3964138542,978778,3011698943,952439599,579596772,605651320,579299952,597711174,649439725,524194942,428244657,220451736,1087970854,623738718,577825586,946370529,507781119,2595454122,1260209170,45567522,664987367,1169960630,975152060,653521512,346474201,733846,244932,138943,143573,139515,147080,164735,137802,107130,37429,306411,160841,151826,230447,91824,599206,363053,13263,202636,298483,219184,144900,83792,209112,443153,11680,강남구,11680750,수서동,60183,289044,144258,144784,36349,28777,45919,47957,41393,88648,45877,64647,50877,47210,51793,28639,45306,46025,45054,44732,44970,32868,30088,594,284,310,26,106,144,96,113,109,8,38,65,49,68,56,18,68,79,47,45,53,437,0,437,3868336.0,8.0,181022561.0,66788025.0,19758985.0,13072795.0,30517127.0,18423779.0,4938771.0,7084256.0,13561084.0,6877739.0,12418,6339,6079,23,1900,3177,3167,2346,1805,12,860,1669,1497,1232,1069,11,1040,1508,1670,1114,736
20222,D,발달상권,3120212,한티역,CS300002,편의점,1572176823,367518,1100095511,472081312,211880515,209612574,228955385,220666671,228980366,250191260,221890052,120521196,227553272,214584849,238197006,455119386,316201114,905441742,647195533,156507772,265288749,246570988,476174745,325910276,82184745,254899,112619,49517,50427,51250,50113,53592,60445,52174,19953,53298,54005,58228,114121,67913,194863,171210,54688,63271,48009,109225,76957,13926,204740,444220,11680,강남구,11680630,대치4동,112734,963726,448705,515022,358802,93070,91346,188883,120072,111553,125119,165754,148743,175686,238389,110032,132458,136424,134893,134776,136613,151641,136921,1483,713,770,271,240,150,288,289,245,141,110,71,126,152,113,130,130,79,162,137,132,683,0,683,4127153.0,8.0,1067199535.0,243618363.0,132904894.0,74723901.0,116662603.0,174989831.0,42378327.0,30287874.0,206090368.0,45543374.0,753,394,359,1,118,182,201,143,108,1,37,87,119,80,70,0,81,95,82,63,38
20222,D,발달상권,3120215,포스코사거리,CS300002,편의점,5397518338,941979,4595286086,802232252,917948752,929899505,890147216,941254175,916036438,457274427,344957825,365278626,1310384500,1030757430,880646526,1099629316,710821940,3489193963,1427494180,29055690,939669362,1659352197,1377855286,704688629,206066985,815574,126405,161407,170314,161392,163914,158547,70474,55931,46713,267952,201596,156141,174269,95308,625134,279985,7408,200583,316563,229241,117185,34131,204975,445263,11680,강남구,11680590,삼성2동,318626,3493158,1889717,1603443,354142,604562,933179,800054,447257,353965,501546,754405,669066,658588,614365,295190,555874,594738,573202,569667,552065,341705,305906,3639,1706,1933,398,635,916,760,470,460,222,258,384,368,254,220,176,377,532,392,216,240,2275,0,2275,4469794.0,8.0,3599412304.0,767152406.0,442531946.0,296057920.0,368179956.0,616030587.0,163733918.0,103838792.0,697327882.0,144558897.0,61667,40706,20961,170,9756,22506,18178,8408,2649,29,4305,14324,13853,6409,1786,141,5451,8182,4325,1999,863
20222,D,발달상권,3120217,대치사거리,CS300002,편의점,1103156251,204617,776255963,326900288,148032878,154598117,149218952,156485804,167920212,164663956,162236332,111293207,188659446,173672028,166593014,251328685,211609871,720379760,348437652,63079749,162908035,274045743,328039664,196752335,43991887,142881,61736,27477,28732,28075,26959,31638,31871,29865,13815,33517,35035,32977,50674,38599,129447,71080,20656,30145,47634,59638,34815,7640,205165,444843,11680,강남구,11680630,대치4동,159411,1761733,944452,817281,521002,232530,272785,329752,216877,188787,349682,360671,260435,268460,340797,181687,259577,262140,259739,256707,258539,238598,226434,3838,1911,1927,633,717,676,724,551,537,377,346,337,327,278,246,256,371,339,397,273,291,2031,0,2031,3792530.0,8.0,2335650952.0,538034932.0,287094727.0,172784372.0,255432244.0,400606455.0,88277747.0,69061226.0,423812907.0,100546342.0,2779,1478,1301,11,552,771,700,452,293,10,220,379,381,264,224,1,332,392,319,188,69
20222,D,발달상권,3120206,개나리아파트,CS300002,편의점,2554223149,402824,2010272095,543951054,398522192,420814160,393699468,391956117,405280158,279375603,264575451,207101442,496475499,448264743,414711909,613128444,374541112,1631816666,875096598,26897815,508140888,800199737,642732401,357287193,171655233,322077,80747,64712,67453,62315,62159,65438,41535,39212,23004,92403,82398,66565,88756,49698,250988,147560,8408,96748,124367,95638,52492,20899,203905,444200,11680,강남구,11680650,역삼2동,148412,1253414,606035,647379,192924,189498,255388,276137,162031,177436,234833,276709,207222,204912,205980,123756,191335,197755,193254,190964,189888,147879,142340,4115,1932,2183,687,712,622,766,564,764,366,326,266,355,290,329,321,386,356,411,274,435,2106,0,2106,3882226.0,8.0,1721637065.0,402206816.0,216157969.0,132792842.0,194720290.0,298259070.0,72754126.0,51816825.0,278976539.0,73952588.0,5243,3354,1889,87,1658,1413,1080,655,350,27,866,955,775,456,275,60,792,458,305,199,75
20222,D,발달상권,3120201,도곡1동,CS300002,편의점,1334821086,213629,1022978271,311842815,202248583,209617852,200031160,202662393,208418283,168282336,143560479,132978153,242792473,220066551,182602754,298074535,258306620,868556482,434672973,12080942,287880793,430442286,332125780,160749540,79950113,165115,48514,32192,34000,32407,32979,33537,26883,21631,17636,46962,40280,32770,44397,31584,138440,72792,3184,53883,69981,46066,26885,11232,203531,443680,11680,강남구,11680640,역삼1동,169293,1119818,543314,576504,155779,184092,238462,221641,147234,172612,219347,237403,173637,176206,195258,117967,169852,172550,170494,168833,166428,137777,133886,1880,867,1013,176,361,462,299,254,328,90,135,218,146,126,152,86,226,244,153,128,176,1108,0,1108,3463488.0,7.0,1479305382.0,337144200.0,185871874.0,121022545.0,164224402.0,262099567.0,63853363.0,44830092.0,236009604.0,64249735.0,11549,6381,5168,116,3564,3468,2477,1299,625,31,1365,2018,1727,754,486,85,2199,1450,750,545,139
20222,A,골목상권,3110971,선정릉역 4번,CS300002,편의점,1807851798,242448,1361493471,446358327,253903316,289167046,249206323,274084022,295132764,236021224,210337103,259029194,264368408,240142891,266045655,432415380,345850270,1080915408,676161753,4918723,418014971,690659747,327241228,233352479,82890012,185195,57253,36607,38806,35393,36663,37726,29992,27261,28986,44314,36472,38412,52356,41908,147203,91699,1081,65307,90371,40218,29733,12194,203791,445313,11680,강남구,11680640,역삼1동,133222,801351,388090,413259,41084,159837,234943,163182,98450,103853,209724,180058,108621,104081,113337,85528,120040,121596,120376,119530,117904,101629,100274,3870,1781,2089,228,782,1162,697,451,550,109,307,536,353,239,237,119,475,626,344,212,313,2549,0,2549,3432046.0,7.0,3043232760.0,742272372.0,387401392.0,249405362.0,344204261.0,528859765.0,119565862.0,102746456.0,429301119.0,139476171.0,1542,900,642,11,278,455,380,254,164,6,140,270,245,120,119,5,138,185,135,134,45
20222,D,발달상권,3120222,삼성역,CS300002,편의점,3883089889,715328,3277309363,605780526,629179844,679451663,653816087,676059036,638802733,348559340,257221186,138512808,1046533814,810806679,647024954,801897401,438314233,2469659490,1091718165,21588198,717778607,1264361324,913310986,478035888,166302646,613962,101366,119579,129037,123158,123337,118851,56516,44850,19377,225139,159379,123060,131428,56945,456570,231163,6030,161621,252128,159498,81303,27152,205584,445468,11680,강남구,11680610,대치2동,356337,1027311,553419,473893,113808,196025,277625,217916,121157,100780,75993,243323,231149,221912,191268,63667,164273,179491,171693,171921,168012,93175,78745,746,381,365,62,176,173,115,116,104,38,78,78,55,75,57,24,98,95,60,41,47,508,0,508,4017738.0,8.0,1108323437.0,230560578.0,141953637.0,82298606.0,115571409.0,192958484.0,58710557.0,30146073.0,211523845.0,44600248.0,43324,24141,19183,244,8091,13641,10294,6385,4669,119,3186,7703,6883,3711,2539,125,4905,5938,3411,2674,2130
20222,A,골목상권,3110994,개포고등학교,CS300002,편의점,308030693,50127,221177809,86852884,43987447,45477174,41962286,44432215,45318687,46708498,40144386,29704992,70122048,42819530,42143762,69878090,53362271,214428097,89060437,8659439,47140217,66534732,80642631,68381429,32130087,37293,12834,7594,7582,6959,7655,7503,6742,6092,3871,11198,7476,7960,10957,8665,32830,17007,2306,9136,9867,13685,10006,4837,205433,442662,11680,강남구,11680670,개포2동,61589,485580,229320,256260,116995,43502,59008,79835,70410,115833,133815,113441,63243,58234,64144,52704,71889,72277,71028,70035,69943,66036,64372,1777,891,886,275,226,239,263,285,489,152,132,126,122,134,225,123,94,113,141,151,264,797,0,797,3250126.0,7.0,402347163.0,97572318.0,49511431.0,28962441.0,48913433.0,69884592.0,15715409.0,11490675.0,63021528.0,17275336.0,494,382,112,7,65,161,123,110,28,4,47,134,103,73,21,3,18,27,20,37,7
20222,A,골목상권,3110989,대치동아우편취급국,CS300002,편의점,528375451,77756,395878385,132497066,82898669,77323616,77660735,78254991,79740374,68689144,63807922,70244114,74792800,68016237,68799610,142292913,104229777,304889309,223486142,9087405,98146529,163532415,146243758,82940069,28425275,58749,19007,11447,11732,11643,11732,12195,9631,9376,8209,13504,12032,11550,18516,13945,47401,30355,2457,14638,21820,20933,14252,3656,204819,444825,11680,강남구,11680630,대치4동,40587,690559,347812,342747,125598,105914,140087,141481,93516,83962,147388,137461,106936,105035,124130,69609,103555,106150,106051,104373,105311,85298,79819,1588,750,838,205,269,360,344,211,199,95,137,166,156,107,89,110,132,194,188,104,110,904,0,904,3616235.0,7.0,1239122785.0,271503392.0,152706198.0,95545273.0,126416235.0,215348116.0,48015513.0,36719891.0,239642235.0,53225932.0,444,270,174,9,90,148,75,68,54,0,43,102,43,44,38,9,47,46,32,24,16
20222,D,발달상권,3120192,뱅뱅사거리,CS300002,편의점,7452078505,1184871,5757941672,1694136833,1132257087,1177741623,1156577809,1114919095,1176446058,898867943,795268890,732803025,1277854777,1168936624,1064511360,1832284860,1375687859,4503772609,2494698164,59396250,1494150309,2450015854,1597979358,984511246,412417750,948367,236504,188779,197405,188225,185981,187977,125309,111195,86685,248261,216957,179335,270284,183349,721952,420134,17605,280308,388445,239585,157589,58549,202785,443423,11680,강남구,11680640,역삼1동,317600,2294321,1178991,1115330,201693,448802,603819,479247,283770,276992,413330,493506,383126,376930,396579,230851,357110,374193,362125,360492,354593,249202,236607,6623,3041,3582,509,1616,2037,1095,647,719,250,618,966,536,332,339,259,998,1071,559,315,380,4718,0,4718,4243697.0,8.0,3473998985.0,775132929.0,447504051.0,299824965.0,368323842.0,581284915.0,167186468.0,112849645.0,570086330.0,151805840.0,27363,18865,8498,72,5748,8234,6678,4352,2279,37,3275,5587,5090,3174,1702,35,2473,2647,1588,1178,577
20222,D,발달상권,3120199,경복아파트교차로,CS300002,편의점,3797122791,523311,3094681528,702441263,645769381,639790989,581455085,604419828,623246245,357378433,345062830,479780046,679839834,625946913,514251680,864646317,632658001,2405479950,1355859932,11839724,744056704,1431863365,967024262,468746076,137809750,434892,88419,88490,90760,85552,85425,84665,46834,41585,50881,115095,103439,71407,109177,73312,348977,171773,1794,116068,202883,125863,55975,18167,203449,445392,11680,강남구,11680640,역삼1동,112742,598778,314259,284519,35535,123596,168493,125398,75194,70563,107406,127927,101869,99804,103891,57881,90399,95148,93523,92784,91256,69657,66012,862,407,455,80,148,260,192,91,91,38,61,113,108,51,36,42,87,147,84,40,55,598,0,598,3030210.0,7.0,534208860.0,122671531.0,68338448.0,46492132.0,56641385.0,95263302.0,23680471.0,17295636.0,79855728.0,23970227.0,3427,2023,1404,9,720,1059,682,508,449,3,273,627,441,345,334,6,447,432,241,163,115
20222,A,골목상권,3110952,논현목련공원,CS300002,편의점,281590642,34897,209839804,71750838,42051481,41614787,43597349,40673572,41902615,33907116,37843722,46916253,40836133,35563185,35055118,71474775,51745178,149042090,120444220,704388,81607426,83208882,51090934,44056150,8818530,26116,8781,5299,5397,5415,5099,4906,4165,4616,4721,6589,4978,4705,8475,5429,19347,14471,138,11993,8694,6102,5450,1442,202337,445761,11680,강남구,11680521,논현1동,21629,219900,105780,114121,13639,55121,55705,40457,25124,29855,62660,48062,25335,24887,32213,26745,32323,32178,31621,31570,31256,29934,31017,868,389,479,57,211,243,125,78,154,33,88,115,56,31,66,24,123,128,69,47,88,571,0,571,2526010.0,6.0,531557003.0,140476719.0,66530435.0,44609245.0,62132304.0,89319670.0,18606545.0,19003174.0,66421414.0,24457497.0,117,65,52,0,21,23,27,22,24,0,9,13,13,14,16,0,12,10,14,8,8
